order_item_id,order_id,product_id,unit_price,unit_cost,quantity
4306,CA-2018-162278,TEC-PH-10000526,95.99,69.11,5
4307,CA-2020-161095,OFF-BI-10002764,3.23,1.65,3
4308,CA-2020-161095,OFF-BI-10001524,20.98,10.91,2
4309,CA-2018-125829,TEC-PH-10001079,118.99,85.67,7
4310,CA-2018-125829,FUR-TA-10002041,179.29,159.57,4
4311,CA-2018-125829,OFF-BI-10001036,9.14,4.57,3
4312,CA-2018-125829,OFF-PA-10000223,6.48,3.37,3
4313,CA-2018-125829,TEC-MA-10003246,139.99,76.99,4
4314,CA-2018-123127,OFF-AP-10001962,8.39,6.29,2
4315,CA-2019-115945,OFF-AR-10004062,10.48,7.86,2
4316,CA-2019-115945,OFF-BI-10004330,36.98,20.34,3
4317,CA-2019-115945,OFF-ST-10001963,101.41,98.37,3
4318,CA-2019-136735,OFF-EN-10002230,83.93,44.48,2
4319,US-2021-136189,FUR-FU-10000175,13.73,9.47,6
4320,CA-2018-152345,TEC-PH-10004897,9.99,9.89,3
4321,CA-2018-152345,OFF-ST-10003123,33.29,25.3,1
4322,US-2019-147662,OFF-BI-10001658,24.92,13.46,2
4323,US-2019-147662,TEC-PH-10002834,179.99,134.99,3
4324,US-2019-147662,OFF-BI-10002160,3.81,1.98,2
4325,US-2019-147662,OFF-AR-10004999,5.98,4.49,3
4326,US-2019-147662,TEC-AC-10003280,29.99,23.69,3
4327,CA-2020-153346,OFF-AR-10000315,3.07,2.3,3
4328,CA-2020-153346,OFF-PA-10000007,3.6,1.94,5
4329,CA-2021-118360,OFF-PA-10000791,4.77,2.62,9
4330,CA-2021-149853,OFF-PA-10000556,6.48,3.37,3
4331,CA-2021-149853,OFF-AP-10000804,4.48,3.36,5
4332,CA-2021-107909,TEC-AC-10001998,19.99,13.19,1
4333,CA-2021-107909,OFF-BI-10003476,5.73,2.98,5
4334,CA-2019-112375,TEC-AC-10003237,10.6,6.04,6
4335,CA-2019-112375,OFF-EN-10003798,17.07,9.05,2
4336,CA-2019-154795,OFF-EN-10003068,9.9,5.15,1
4337,CA-2019-154795,FUR-FU-10002088,8.98,5.21,2
4338,CA-2019-125234,TEC-AC-10000158,35.99,28.43,3
4339,CA-2019-125234,OFF-PA-10000482,37.94,20.11,3
4340,CA-2021-133501,OFF-PA-10004888,6.48,3.37,1
4341,US-2018-129609,OFF-AR-10003478,8.14,4.88,2
4342,CA-2021-130309,OFF-ST-10003208,181.46,128.84,3
4343,CA-2021-105410,OFF-BI-10004970,4.13,2.19,6
4344,CA-2021-105410,TEC-PH-10000038,136.98,131.5,6
4345,CA-2021-105410,TEC-AC-10001552,49.77,44.3,2
4346,CA-2021-105410,TEC-AC-10002926,49.99,28.49,4
4347,CA-2020-120355,FUR-CH-10001394,350.99,245.69,2
4348,CA-2020-120355,FUR-FU-10004053,20.24,11.54,3
4349,CA-2021-169894,OFF-BI-10004230,34.54,17.96,2
4350,CA-2021-169894,OFF-ST-10000060,64.98,57.18,8
4351,US-2021-100482,OFF-ST-10001325,10.48,7.65,2
4352,US-2021-100482,TEC-AC-10003441,16.95,15.93,2
4353,CA-2021-107748,TEC-PH-10003215,29.95,15.27,4
4354,CA-2021-107748,OFF-PA-10002005,6.48,3.37,2
4355,CA-2021-153654,OFF-BI-10004465,7.92,3.96,8
4356,CA-2019-155600,OFF-BI-10000545,760.98,380.49,7
4357,CA-2019-155600,OFF-AR-10003752,11.55,6.24,4
4358,CA-2021-162565,OFF-PA-10001937,6.48,3.37,2
4359,CA-2021-162565,FUR-FU-10004306,194.3,143.78,1
4360,CA-2021-162565,FUR-CH-10003973,371.76,267.67,2
4361,CA-2020-127642,OFF-PA-10000565,55.98,28.55,2
4362,US-2021-163195,TEC-PH-10003875,9.72,6.9,3
4363,CA-2021-111332,OFF-AR-10001953,43.98,32.11,3
4364,CA-2021-111332,OFF-AR-10001374,6.48,4.41,4
4365,CA-2021-111332,OFF-ST-10003816,176.19,135.67,4
4366,CA-2021-111332,OFF-FA-10001843,2.47,1.31,3
4367,CA-2021-111332,OFF-AR-10000657,2.15,1.44,10
4368,CA-2021-117044,OFF-FA-10000936,3.29,1.81,4
4369,CA-2021-117044,OFF-PA-10003657,4.28,2.35,6
4370,US-2020-165078,OFF-BI-10001989,20.98,10.91,5
4371,US-2020-165078,OFF-AR-10002987,19.84,11.71,2
4372,US-2020-165078,OFF-LA-10000414,10.35,5.38,5
4373,US-2021-169320,OFF-AR-10003602,5.84,3.1,2
4374,US-2021-169320,TEC-AC-10002550,31.95,29.71,5
4375,CA-2020-158575,OFF-AP-10002998,21.66,14.51,6
4376,CA-2018-166954,FUR-FU-10003708,60.65,47.91,5
4377,CA-2018-166954,OFF-AP-10001391,90.24,64.07,3
4378,CA-2018-166954,FUR-CH-10003973,371.76,267.67,5
4379,CA-2019-140830,OFF-EN-10000461,8.74,4.63,2
4380,CA-2019-140830,OFF-EN-10002831,35.94,19.77,2
4381,CA-2019-152891,OFF-AR-10004648,20.15,14.71,3
4382,CA-2019-152891,FUR-TA-10001857,105.49,94.94,3
4383,US-2019-122784,OFF-BI-10000546,2.88,1.47,5
4384,US-2019-122784,FUR-BO-10004690,137.48,127.86,4
4385,US-2019-122784,TEC-PH-10001557,95.99,70.07,2
4386,US-2019-122784,FUR-BO-10002545,260.98,193.13,5
4387,CA-2020-156811,OFF-AP-10001366,10.98,8.02,4
4388,CA-2020-156811,OFF-BI-10001628,10.43,5.74,3
4389,CA-2021-111556,OFF-PA-10003651,6.68,3.47,7
4390,CA-2021-111556,FUR-BO-10003159,114.98,104.63,2
4391,CA-2021-111556,TEC-PH-10001459,419.99,310.79,3
4392,CA-2021-111556,OFF-AR-10004602,22.99,16.55,3
4393,CA-2020-108868,OFF-AR-10001953,43.98,32.11,2
4394,CA-2020-108868,TEC-PH-10000923,14.99,7.64,5
4395,CA-2018-142965,OFF-ST-10002583,32.48,31.18,1
4396,CA-2018-142965,OFF-BI-10000977,30.4,16.42,3
4397,CA-2020-148740,TEC-PH-10002549,225.86,167.14,2
4398,US-2018-138758,FUR-CH-10002880,122.99,109.46,2
4399,US-2018-138758,FUR-FU-10003039,43.13,28.47,2
4400,CA-2020-131737,OFF-EN-10003055,39.98,21.99,5
4401,CA-2020-131737,OFF-AP-10002945,300.65,201.44,3
4402,CA-2020-131737,FUR-FU-10004306,194.3,143.78,5
4403,CA-2020-114538,OFF-AR-10002445,7.08,4.39,2
4404,CA-2018-127936,OFF-AR-10002445,7.08,4.39,3
4405,CA-2019-164336,TEC-AC-10002345,14.5,10.88,3
4406,CA-2019-164336,OFF-ST-10001558,16.24,13.8,3
4407,CA-2020-100041,OFF-PA-10001622,4.54,2.5,2
4408,CA-2020-100041,OFF-PA-10000418,104.85,54.52,3
4409,CA-2020-100041,OFF-BI-10000343,4.91,2.6,1
4410,US-2018-154879,OFF-LA-10004425,2.89,1.53,2
4411,US-2018-154879,OFF-AR-10001897,17.99,12.95,6
4412,CA-2018-130624,OFF-PA-10003883,6.55,3.54,3
4413,CA-2018-130624,TEC-PH-10003963,205.99,152.43,3
4414,CA-2018-130624,OFF-AP-10001303,19.9,10.94,3
4415,CA-2021-132339,OFF-BI-10003925,387.99,205.63,1
4416,CA-2018-153983,TEC-PH-10004586,359.95,251.96,2
4417,CA-2018-153983,OFF-FA-10003495,6.08,3.04,5
4418,CA-2021-112900,OFF-BI-10002867,59.78,32.28,8
4419,CA-2018-160157,FUR-FU-10003773,79.52,70.77,3
4420,CA-2018-139633,OFF-BI-10002954,4.57,2.38,4
4421,CA-2019-163090,OFF-SU-10002537,10.23,7.57,5
4422,CA-2018-117016,OFF-AR-10001374,6.48,4.41,3
4423,CA-2021-159464,OFF-AP-10001492,8.62,6.38,2
4424,CA-2021-159464,FUR-BO-10003546,100.98,75.74,3
4425,CA-2021-159464,TEC-PH-10002185,6.95,3.82,5
4426,CA-2021-159464,OFF-BI-10000315,18.99,9.87,6
4427,CA-2021-159464,TEC-PH-10002350,27.99,20.15,2
4428,US-2021-103226,OFF-PA-10002666,9.06,4.98,3
4429,CA-2021-119452,FUR-CH-10004495,300.98,213.7,6
4430,CA-2021-147725,OFF-AR-10001725,23.65,17.5,3
4431,CA-2020-168893,OFF-FA-10002280,5.0,2.6,4
4432,CA-2020-168893,OFF-AR-10001770,2.66,1.97,3
4433,CA-2020-168893,FUR-FU-10002885,4.82,2.99,5
4434,CA-2020-168893,OFF-AR-10003772,8.75,6.13,1
4435,CA-2020-168893,FUR-TA-10003392,280.98,227.59,3
4436,CA-2020-163398,OFF-BI-10000014,10.91,5.78,1
4437,CA-2020-163398,OFF-AR-10003217,4.89,3.52,7
4438,CA-2020-163398,OFF-AP-10002403,44.01,32.57,3
4439,CA-2020-162726,OFF-PA-10001972,6.48,3.37,2
4440,CA-2020-162726,OFF-PA-10004041,7.4,4.07,4
4441,US-2020-111290,TEC-AC-10004975,109.95,73.67,1
4442,US-2020-111290,OFF-ST-10001932,193.17,166.13,5
4443,US-2020-111290,OFF-AR-10001761,5.84,3.74,5
4444,US-2020-111290,OFF-PA-10002262,6.48,3.37,5
4445,US-2018-147704,OFF-EN-10004483,15.67,8.31,5
4446,US-2018-147704,OFF-PA-10003270,5.28,2.9,6
4447,US-2018-147704,OFF-BI-10001634,7.28,3.71,4
4448,US-2018-147704,OFF-ST-10000675,33.89,25.42,5
4449,CA-2019-121965,FUR-FU-10000732,6.28,4.27,2
4450,CA-2019-121965,OFF-PA-10004355,6.48,3.37,1
4451,CA-2019-121965,OFF-EN-10000056,62.23,32.98,3
4452,CA-2020-147137,FUR-FU-10000221,5.08,3.35,5
4453,CA-2020-147137,OFF-EN-10003567,21.98,11.65,2
4454,CA-2020-147137,FUR-BO-10001811,300.98,210.69,5
4455,CA-2020-147137,OFF-ST-10002486,6.98,6.84,4
4456,US-2019-146745,FUR-CH-10002372,80.98,71.26,2
4457,US-2019-146745,OFF-BI-10003274,3.98,2.11,2
4458,CA-2021-115175,OFF-PA-10001878,48.91,25.92,5
4459,CA-2021-105851,OFF-SU-10002881,832.81,816.15,2
4460,US-2021-125717,FUR-FU-10001979,40.97,29.5,1
4461,US-2021-125717,OFF-ST-10001522,91.99,88.31,2
4462,US-2021-125717,TEC-AC-10003657,33.99,26.51,2
4463,US-2021-125717,OFF-BI-10001718,63.98,33.91,4
4464,US-2021-125717,OFF-PA-10003022,5.98,3.05,3
4465,US-2021-125717,OFF-AP-10000891,131.12,91.78,2
4466,CA-2019-163895,OFF-BI-10004970,4.13,2.19,1
4467,CA-2021-168641,OFF-AR-10003759,1.82,1.0,9
4468,CA-2021-168641,OFF-EN-10003001,83.98,44.51,2
4469,CA-2021-168641,FUR-BO-10000780,200.98,168.82,2
4470,CA-2021-168641,OFF-PA-10001972,6.48,3.37,2
4471,CA-2021-156895,FUR-CH-10003535,60.98,50.61,3
4472,CA-2021-121300,FUR-CH-10003774,90.98,79.15,1
4473,CA-2021-121300,TEC-AC-10004571,99.99,57.99,3
4474,CA-2021-121300,FUR-TA-10004442,286.85,266.77,2
4475,CA-2021-121300,OFF-PA-10002787,6.48,3.37,3
4476,CA-2021-121300,FUR-FU-10004586,6.64,3.45,4
4477,CA-2021-121300,OFF-PA-10002606,5.28,2.9,2
4478,CA-2021-130211,OFF-ST-10000129,111.03,103.26,3
4479,CA-2021-130211,FUR-TA-10003748,124.49,97.1,2
4480,CA-2018-147235,OFF-PA-10004948,4.98,2.64,5
4481,CA-2020-109365,OFF-FA-10001561,2.18,1.46,7
4482,CA-2020-109365,OFF-AP-10002998,21.66,14.51,2
4483,CA-2020-109365,OFF-BI-10003981,4.54,2.32,12
4484,CA-2020-109365,OFF-PA-10001725,38.76,19.77,3
4485,CA-2020-109365,OFF-BI-10002071,5.81,3.14,2
4486,CA-2020-109365,OFF-PA-10000477,6.48,3.37,3
4487,CA-2020-109365,OFF-PA-10004359,104.85,54.52,3
4488,CA-2019-162621,OFF-BI-10000962,16.27,8.3,5
4489,CA-2019-162621,OFF-SU-10003567,9.6,9.31,9
4490,CA-2019-162621,OFF-BI-10003708,7.45,4.1,3
4491,CA-2021-105921,FUR-TA-10001095,174.29,137.69,3
4492,CA-2018-150798,TEC-CO-10001571,549.99,275.0,2
4493,CA-2018-150798,FUR-FU-10000221,5.08,3.35,2
4494,CA-2018-150798,OFF-PA-10001972,6.48,3.37,7
4495,CA-2018-150798,FUR-CH-10000015,216.6,160.28,6
4496,CA-2021-112753,FUR-BO-10004015,119.99,93.59,9
4497,CA-2021-112753,OFF-PA-10002036,6.48,3.3,6
4498,CA-2021-155075,OFF-BI-10003650,525.98,273.51,4
4499,CA-2018-103401,OFF-PA-10003309,6.48,3.37,2
4500,CA-2020-124814,OFF-PA-10002787,6.48,3.37,2
4501,CA-2020-124814,OFF-BI-10000174,5.8,3.02,5
4502,CA-2018-116757,OFF-PA-10002005,6.48,3.37,5
4503,CA-2018-116757,OFF-FA-10002815,4.44,2.35,6
4504,US-2018-138247,TEC-PH-10000213,31.01,22.33,7
4505,US-2018-138247,OFF-AP-10000828,180.98,130.31,2
4506,US-2018-138247,TEC-AC-10004708,20.95,16.55,3
4507,US-2018-138247,TEC-PH-10001530,340.99,255.74,3
4508,US-2018-138247,OFF-ST-10002301,20.34,20.14,1
4509,US-2018-138247,FUR-FU-10002554,23.99,18.47,1
4510,CA-2021-167003,FUR-TA-10001520,71.37,59.24,3
4511,CA-2020-119935,FUR-FU-10001085,18.65,10.07,2
4512,CA-2020-119935,OFF-BI-10001597,40.98,21.31,2
4513,CA-2020-118969,OFF-BI-10002429,30.44,15.83,6
4514,CA-2020-145240,OFF-ST-10001590,13.48,9.98,1
4515,CA-2020-120873,FUR-CH-10000847,290.98,215.33,1
4516,US-2021-111920,OFF-AR-10003179,9.11,6.1,4
4517,US-2020-128678,OFF-PA-10000807,4.28,2.27,5
4518,US-2020-128678,OFF-BI-10002103,8.69,4.69,7
4519,CA-2020-101385,OFF-AR-10004441,4.14,2.4,4
4520,CA-2021-107167,OFF-ST-10003805,210.55,157.91,8
4521,CA-2018-109491,TEC-AC-10001284,20.77,13.29,3
4522,CA-2018-109491,FUR-FU-10000221,5.08,3.35,4
4523,CA-2021-105445,OFF-FA-10001229,3.93,2.12,3
4524,CA-2018-107454,OFF-LA-10001569,4.98,2.69,7
4525,CA-2018-107454,FUR-FU-10004018,14.89,10.87,6
4526,US-2021-105046,TEC-PH-10004536,134.99,101.24,2
4527,US-2021-105046,OFF-PA-10004353,19.98,10.39,5
4528,US-2021-105046,FUR-FU-10004848,9.77,6.16,4
4529,CA-2021-152856,TEC-AC-10004864,36.51,20.81,4
4530,CA-2020-134691,OFF-BI-10002393,5.74,3.1,2
4531,CA-2020-118759,FUR-CH-10002335,226.67,167.74,2
4532,CA-2020-118759,OFF-ST-10001590,13.48,9.98,3
4533,CA-2018-140403,FUR-CH-10002774,50.98,36.2,3
4534,CA-2018-140403,OFF-EN-10001219,7.64,3.9,2
4535,CA-2019-163104,OFF-PA-10001947,5.98,3.05,2
4536,CA-2021-138464,FUR-FU-10003142,5.28,3.64,3
4537,CA-2021-138464,OFF-BI-10001543,35.99,18.71,3
4538,CA-2021-138464,OFF-AR-10003560,6.08,4.01,3
4539,CA-2021-138464,OFF-AR-10004757,3.28,2.2,4
4540,CA-2019-104129,TEC-PH-10003800,52.99,52.46,2
4541,CA-2019-104129,FUR-TA-10004152,100.8,74.59,7
4542,US-2021-132206,OFF-BI-10000756,4.24,2.12,7
4543,CA-2021-113474,OFF-EN-10004206,162.93,87.98,2
4544,CA-2019-126557,FUR-CH-10004477,60.89,43.23,9
4545,CA-2019-126557,TEC-PH-10003505,92.8,65.89,2
4546,CA-2019-126557,TEC-PH-10000526,95.99,69.11,7
4547,CA-2019-126557,OFF-BI-10003314,4.82,2.46,2
4548,CA-2019-126557,OFF-AR-10003190,2.88,2.07,3
4549,CA-2019-126557,FUR-FU-10001861,19.4,9.89,1
4550,CA-2019-126557,TEC-PH-10003963,205.99,152.43,4
4551,US-2021-107636,OFF-LA-10003388,2.88,1.47,2
4552,US-2018-165862,FUR-TA-10002855,146.34,115.61,3
4553,US-2018-106334,FUR-CH-10004886,95.95,69.08,3
4554,US-2018-106334,OFF-PA-10003657,4.28,2.35,3
4555,CA-2020-101448,OFF-BI-10004738,18.94,9.47,3
4556,CA-2019-130218,OFF-FA-10003112,7.89,4.34,4
4557,CA-2019-130218,OFF-ST-10002486,6.98,6.84,4
4558,US-2021-117331,OFF-BI-10003984,28.53,15.12,1
4559,CA-2018-127383,OFF-EN-10004773,30.98,15.8,2
4560,CA-2018-110219,FUR-CH-10001146,60.89,45.67,3
4561,CA-2019-118871,OFF-EN-10003296,90.48,49.76,3
4562,CA-2019-118871,TEC-PH-10000193,45.98,34.03,3
4563,CA-2019-118871,FUR-FU-10002111,7.28,4.51,5
4564,CA-2021-129490,FUR-CH-10003298,130.98,119.19,4
4565,CA-2018-101175,OFF-ST-10004950,20.98,16.99,6
4566,US-2021-149510,OFF-AP-10002350,18.84,13.56,3
4567,US-2021-149510,OFF-BI-10004233,15.99,8.31,6
4568,US-2021-149510,OFF-PA-10001892,7.64,3.9,4
4569,CA-2019-111990,OFF-BI-10003291,8.73,4.63,6
4570,CA-2018-169460,FUR-FU-10004017,25.38,16.5,3
4571,US-2019-152128,OFF-AR-10002445,7.08,4.39,3
4572,US-2019-152128,OFF-BI-10001718,63.98,33.91,2
4573,CA-2021-126662,TEC-CO-10004202,299.99,194.99,2
4574,CA-2020-139395,TEC-PH-10002103,93.99,67.67,7
4575,CA-2020-139395,FUR-FU-10003724,8.37,6.19,4
4576,CA-2020-139395,OFF-AR-10003732,2.78,2.06,5
4577,CA-2020-139395,OFF-ST-10000885,13.43,10.07,2
4578,US-2018-121734,OFF-BI-10004817,11.98,6.23,1
4579,CA-2019-110947,OFF-BI-10001670,37.7,18.85,3
4580,US-2018-150126,OFF-PA-10002709,5.98,3.05,11
4581,CA-2019-164427,TEC-AC-10004469,39.95,22.37,6
4582,CA-2020-120250,FUR-FU-10003424,10.68,7.26,3
4583,CA-2020-121993,OFF-LA-10003720,3.69,1.96,8
4584,US-2020-100405,OFF-AR-10000390,4.13,2.23,2
4585,US-2021-163790,OFF-EN-10001335,10.94,5.47,7
4586,US-2021-163790,OFF-AR-10003469,1.76,0.92,5
4587,US-2021-163790,OFF-BI-10003718,122.99,63.95,6
4588,US-2021-163790,OFF-FA-10004838,1.86,1.8,3
4589,US-2021-163790,FUR-FU-10002508,8.34,4.84,3
4590,US-2021-163790,OFF-ST-10001511,64.65,61.42,7
4591,CA-2020-129868,OFF-SU-10000952,8.88,6.39,2
4592,CA-2020-129868,TEC-PH-10002275,188.99,136.07,2
4593,CA-2020-129868,FUR-CH-10003535,60.98,50.61,3
4594,CA-2020-129868,OFF-AP-10004052,3.95,2.92,2
4595,CA-2020-129868,FUR-TA-10003473,376.13,289.62,3
4596,CA-2020-129868,OFF-AR-10001897,17.99,12.95,3
4597,CA-2020-140564,OFF-AR-10000034,4.24,2.59,8
4598,US-2021-169502,OFF-SU-10004115,7.27,5.31,3
4599,US-2021-169502,OFF-AP-10001947,18.32,13.01,5
4600,CA-2019-146948,FUR-CH-10004853,150.98,107.2,1
4601,CA-2019-146948,OFF-EN-10000483,15.25,8.24,9
4602,CA-2019-146948,OFF-FA-10001332,2.88,1.53,4
4603,US-2019-113327,OFF-PA-10003790,22.84,12.33,1
4604,US-2019-113327,OFF-PA-10003134,48.04,24.98,4
4605,US-2019-113327,OFF-EN-10004459,7.64,3.9,2
4606,US-2019-113327,TEC-AC-10003628,29.99,16.79,7
4607,CA-2019-135020,TEC-PH-10004093,45.99,32.65,1
4608,CA-2019-135020,OFF-ST-10001490,178.47,124.93,3
4609,CA-2019-135020,OFF-BI-10000605,3.81,2.02,2
4610,CA-2019-135020,OFF-PA-10004255,6.48,3.37,7
4611,US-2021-141852,FUR-FU-10000023,5.89,3.3,8
4612,CA-2020-109407,OFF-BI-10000285,7.84,3.92,4
4613,US-2020-165953,OFF-AR-10000588,19.84,14.68,3
4614,US-2020-165953,OFF-PA-10002250,5.87,3.05,5
4615,CA-2020-144540,OFF-AP-10002457,104.65,76.39,3
4616,CA-2020-144540,OFF-FA-10002763,3.95,2.69,9
4617,CA-2019-159863,TEC-AC-10000109,55.99,42.55,3
4618,CA-2019-117800,TEC-PH-10002415,294.95,221.21,2
4619,CA-2019-117800,FUR-CH-10000785,180.98,133.93,3
4620,CA-2021-145219,TEC-CO-10001449,599.99,311.99,6
4621,CA-2021-145219,OFF-BI-10001670,37.7,18.85,3
4622,CA-2019-161214,OFF-ST-10001328,15.51,11.17,5
4623,CA-2021-147228,OFF-SU-10001225,3.68,3.61,3
4624,CA-2021-147228,OFF-PA-10000357,55.48,28.85,4
4625,CA-2021-147228,OFF-ST-10000046,161.55,130.86,2
4626,CA-2021-147228,FUR-FU-10000023,5.89,3.3,3
4627,CA-2020-101336,OFF-ST-10003455,15.51,11.48,5
4628,CA-2020-101336,OFF-ST-10000876,12.44,8.96,2
4629,CA-2020-101336,OFF-AR-10003582,28.15,20.27,5
4630,CA-2020-101336,OFF-ST-10004258,12.21,8.91,3
4631,US-2019-126235,FUR-FU-10000719,8.57,5.48,2
4632,CA-2021-168396,OFF-LA-10001297,10.35,5.38,5
4633,CA-2021-168396,FUR-FU-10000723,41.32,37.6,3
4634,CA-2019-130456,FUR-BO-10003893,114.98,91.98,6
4635,CA-2019-130456,OFF-ST-10000736,80.98,77.74,1
4636,CA-2021-116288,OFF-ST-10000736,80.98,77.74,3
4637,CA-2021-168228,OFF-AR-10003373,30.98,22.62,4
4638,CA-2021-168228,OFF-AR-10000390,4.13,2.23,3
4639,CA-2021-168228,OFF-AR-10001725,23.65,17.5,2
4640,CA-2020-102162,TEC-CO-10001943,199.99,105.99,8
4641,CA-2020-102162,OFF-EN-10002312,11.09,5.66,1
4642,CA-2021-130141,OFF-BI-10000831,2.64,1.43,4
4643,CA-2021-130141,FUR-CH-10000749,180.98,152.02,4
4644,CA-2019-147501,OFF-BI-10002003,3.98,2.11,2
4645,CA-2019-147501,TEC-MA-10001972,349.0,258.26,2
4646,CA-2020-143910,FUR-CH-10000225,80.98,76.93,2
4647,CA-2018-146885,OFF-PA-10001622,4.54,2.5,3
4648,CA-2020-139556,FUR-CH-10004983,160.98,123.95,3
4649,CA-2021-129357,OFF-PA-10003228,48.91,25.92,9
4650,CA-2021-129357,OFF-SU-10004498,12.88,12.49,5
4651,CA-2021-150987,OFF-PA-10001878,48.91,25.92,5
4652,CA-2021-150987,OFF-PA-10002923,48.94,24.47,4
4653,CA-2021-132647,OFF-PA-10001838,5.88,3.0,2
4654,CA-2021-132647,OFF-ST-10003123,33.29,25.3,5
4655,CA-2021-159107,OFF-FA-10001332,2.88,1.53,1
4656,CA-2018-160738,OFF-ST-10003442,28.28,20.64,2
4657,CA-2019-112130,OFF-AR-10001468,37.44,22.84,2
4658,CA-2019-112130,OFF-AP-10003266,14.81,8.59,2
4659,CA-2019-112130,OFF-PA-10002230,4.98,2.54,2
4660,CA-2019-112130,OFF-AP-10003622,3.25,2.31,7
4661,CA-2019-112130,TEC-AC-10001542,11.48,9.3,3
4662,CA-2019-112130,FUR-CH-10002965,200.98,146.72,6
4663,CA-2019-112130,OFF-ST-10000563,31.98,28.78,3
4664,CA-2020-111409,OFF-LA-10002787,3.75,1.95,1
4665,CA-2020-116232,OFF-BI-10004022,2.78,1.5,9
4666,CA-2020-116232,OFF-LA-10001158,10.35,5.38,2
4667,CA-2020-116547,FUR-FU-10000076,19.98,11.39,4
4668,CA-2020-116547,TEC-AC-10002335,34.99,28.34,2
4669,US-2021-133200,OFF-BI-10002827,5.53,2.99,10
4670,US-2021-133200,FUR-BO-10001601,130.98,106.09,7
4671,US-2021-133200,OFF-ST-10001932,193.17,166.13,5
4672,CA-2020-133550,OFF-AP-10001005,78.65,52.7,4
4673,CA-2020-133550,TEC-PH-10004042,158.99,117.65,4
4674,CA-2020-133550,TEC-PH-10001079,118.99,85.67,1
4675,CA-2020-133550,FUR-FU-10002918,90.98,80.97,3
4676,CA-2021-139416,FUR-FU-10003832,9.38,6.75,2
4677,CA-2018-114510,OFF-BI-10001617,10.34,5.48,4
4678,CA-2018-114510,OFF-ST-10000736,80.98,77.74,1
4679,CA-2018-114510,TEC-AC-10004877,6.9,6.35,12
4680,CA-2018-114510,OFF-ST-10003221,10.68,7.8,2
4681,CA-2018-114510,OFF-BI-10003007,38.78,20.94,2
4682,CA-2020-169215,OFF-FA-10000936,3.29,1.81,9
4683,CA-2020-127698,TEC-PH-10003811,119.99,86.39,9
4684,CA-2020-159912,FUR-TA-10004152,100.8,74.59,4
4685,CA-2020-159912,FUR-BO-10002853,81.94,61.46,4
4686,CA-2020-159912,OFF-BI-10002071,5.81,3.14,2
4687,CA-2020-159912,OFF-FA-10000053,1.89,1.85,7
4688,CA-2020-101987,TEC-PH-10001305,48.99,35.27,9
4689,US-2021-154851,OFF-BI-10001525,3.81,2.1,5
4690,CA-2018-138681,FUR-FU-10001876,32.48,20.79,2
4691,CA-2018-138681,TEC-AC-10003628,29.99,16.79,3
4692,CA-2018-138681,FUR-CH-10004860,100.98,94.92,3
4693,CA-2018-138681,OFF-PA-10000357,55.48,28.85,5
4694,CA-2018-138681,OFF-PA-10003270,5.28,2.9,2
4695,US-2019-138121,OFF-BI-10000320,7.38,3.76,4
4696,US-2019-138121,FUR-CH-10003846,100.98,84.82,3
4697,US-2019-138121,FUR-CH-10004875,71.18,51.96,2
4698,US-2019-138121,FUR-CH-10003817,60.74,45.55,9
4699,US-2019-138121,FUR-FU-10002116,70.71,65.76,3
4700,CA-2021-140298,OFF-AR-10003481,3.28,2.33,2
4701,CA-2021-140298,OFF-ST-10004180,46.51,44.65,2
4702,CA-2021-140298,OFF-PA-10003657,4.28,2.35,2
4703,CA-2021-140298,FUR-FU-10001967,19.99,14.99,1
4704,CA-2020-166240,OFF-AP-10002082,21.78,14.16,2
4705,CA-2020-158435,OFF-SU-10000381,9.31,6.61,7
4706,CA-2020-158435,OFF-LA-10002475,7.31,3.87,2
4707,CA-2020-158435,FUR-FU-10003975,43.31,38.98,4
4708,CA-2021-138149,OFF-BI-10003091,223.98,118.71,5
4709,CA-2021-138149,OFF-ST-10002974,43.57,30.5,3
4710,CA-2021-138149,OFF-AR-10000255,5.84,4.32,2
4711,CA-2021-138149,TEC-AC-10001284,20.77,13.29,3
4712,CA-2018-112403,OFF-BI-10003529,2.84,1.45,1
4713,CA-2018-108273,OFF-PA-10000029,6.48,3.37,7
4714,CA-2018-108273,FUR-FU-10002116,70.71,65.76,2
4715,CA-2021-121643,TEC-PH-10002200,215.44,152.96,2
4716,US-2019-122910,TEC-PH-10000441,125.99,90.71,2
4717,CA-2021-143126,FUR-TA-10002958,260.98,216.61,2
4718,CA-2019-129042,OFF-AR-10001662,2.74,2.0,3
4719,CA-2019-109736,OFF-PA-10004101,6.48,3.37,7
4720,CA-2019-142601,OFF-ST-10002756,135.31,133.96,7
4721,CA-2019-142601,OFF-PA-10000483,30.98,17.04,2
4722,CA-2018-106229,FUR-TA-10002041,179.29,159.57,3
4723,US-2021-135230,OFF-AR-10001166,7.58,4.62,1
4724,CA-2020-159653,OFF-LA-10004345,4.91,2.5,3
4725,CA-2020-131968,OFF-BI-10002852,16.48,8.4,2
4726,CA-2020-131968,OFF-AP-10001058,279.81,207.06,3
4727,CA-2018-119151,OFF-ST-10003470,279.48,265.51,4
4728,CA-2018-119151,FUR-BO-10003159,114.98,104.63,3
4729,CA-2018-123323,OFF-BI-10003684,21.99,11.0,7
4730,CA-2020-124681,TEC-AC-10000487,6.49,4.09,3
4731,US-2019-103996,OFF-PA-10001736,35.44,18.78,6
